method;year;month;day;block;site;event;order;mass;family_count;family_list
pitfall;2015;vii;18;UTC;1;4;Coleoptera;1.1664;10;Carabidae,Chrysomelidae,Cleridae,Corylophidae,Elateridae,Histeridae,Nitidulidae,Scarabaeidae,Staphylinidae,Tenebrionidae
pitfall;2015;vii;18;UTC;1;4;Collembola;0.0;0;NA
pitfall;2015;vii;18;UTC;1;4;Diptera;0.0941;9;Anthomyiidae,Calliphoridae,Chloropidae,Ephydridae,Heleomyzidae,Muscidae,Phoridae,Sarcophagidae,Sciaridae
pitfall;2015;vii;18;UTC;1;4;Hemiptera;0.0468;5;Aphididae,Cicadellidae,Lygaeidae,Pentatomidae,Rhopalidae
pitfall;2015;vii;18;UTC;1;4;Hymenoptera;0.011;3;Formicidae,Pompilidae,Scelionidae
pitfall;2015;vii;18;UTC;1;4;Lepidoptera;0.0768;1;Geometridae
pitfall;2015;vii;18;UTC;1;4;Mantodea;0.0;0;NA
pitfall;2015;vii;18;UTC;1;4;Neuroptera;0.0;0;NA
pitfall;2015;vii;18;UTC;1;4;Orthoptera;1.932;1;Acrididae
pitfall;2015;vii;18;UTC;1;4;Phasmatodea;0;0;NA
pitfall;2015;vii;18;UTC;1;4;Thysanoptera;0.0;0;NA
pitfall;2015;vii;18;UTC;1;4;Trichoptera;0;0;NA
pitfall;2015;vii;18;UTC;2;4;Coleoptera;2.3612;8;Carabidae,Cleridae,Curculionidae,Elateridae,Meloidae,Scarabaeidae,Silphidae,Tenebrionidae
pitfall;2015;vii;18;UTC;2;4;Collembola;0.0;0;NA
pitfall;2015;vii;18;UTC;2;4;Diptera;0.0928;9;Anthomyiidae,Asilidae,Calliphoridae,Chloropidae,Dolichopodidae,Ephydridae,Sarcophagidae,Scatopsidae,Sciaridae
pitfall;2015;vii;18;UTC;2;4;Hemiptera;0.0236;2;Cicadellidae,Lygaeidae
pitfall;2015;vii;18;UTC;2;4;Hymenoptera;0.0222;2;Formicidae,Mutillidae
pitfall;2015;vii;18;UTC;2;4;Lepidoptera;0.0;0;NA
pitfall;2015;vii;18;UTC;2;4;Mantodea;0.0;0;NA
pitfall;2015;vii;18;UTC;2;4;Neuroptera;0.0;0;NA
pitfall;2015;vii;18;UTC;2;4;Orthoptera;2.3056;2;Acrididae,Gryllidae
pitfall;2015;vii;18;UTC;2;4;Phasmatodea;0;0;NA
pitfall;2015;vii;18;UTC;2;4;Thysanoptera;0.0;0;NA
pitfall;2015;vii;18;UTC;2;4;Trichoptera;0;0;NA
pitfall;2015;vii;18;UTC;3;4;Coleoptera;1.5071;9;Carabidae,Chrysomelidae,Cleridae,Histeridae,Nitidulidae,Scarabaeidae,Staphylinidae,Tenebrionidae,Trogidae
pitfall;2015;vii;18;UTC;3;4;Collembola;0.0;0;NA
pitfall;2015;vii;18;UTC;3;4;Diptera;0.0281;8;Anthomyiidae,Chloropidae,Dolichopodidae,Ephydridae,Phoridae,Sarcophagidae,Scatopsidae,Sciaridae
pitfall;2015;vii;18;UTC;3;4;Hemiptera;0.0272;3;Cicadellidae,Lygaeidae,Pentatomidae
pitfall;2015;vii;18;UTC;3;4;Hymenoptera;0.0155;4;Eucoilidae,Formicidae,Scelionidae,Tiphiidae
pitfall;2015;vii;18;UTC;3;4;Lepidoptera;0.0;0;NA
pitfall;2015;vii;18;UTC;3;4;Mantodea;0.0;0;NA
pitfall;2015;vii;18;UTC;3;4;Neuroptera;0.0;0;NA
pitfall;2015;vii;18;UTC;3;4;Orthoptera;0.56;2;Acrididae,Gryllidae
pitfall;2015;vii;18;UTC;3;4;Phasmatodea;0;0;NA
pitfall;2015;vii;18;UTC;3;4;Thysanoptera;0.0;0;NA
pitfall;2015;vii;18;UTC;3;4;Trichoptera;0;0;NA
pitfall;2015;vii;20;3;A;4;Coleoptera;9.7651;11;Anthicidae,Carabidae,Chrysomelidae,Curculionidae,Elateridae,Histeridae,Nitidulidae,Scarabaeidae,Silphidae,Staphylinidae,Tenebrionidae
pitfall;2015;vii;20;3;A;4;Collembola;0.0012;1;Entomobryidae
pitfall;2015;vii;20;3;A;4;Diptera;0.3694;9;Anthomyiidae,Calliphoridae,Chloropidae,Dolichopodidae,Heleomyzidae,Phoridae,Sarcophagidae,Sciaridae,Sphaeroceridae
pitfall;2015;vii;20;3;A;4;Hemiptera;0.0294;4;Cicadellidae,Lygaeidae,Miridae,Tingidae
pitfall;2015;vii;20;3;A;4;Hymenoptera;0.0321;8;Encyrtidae,Formicidae,Halictidae,Mutillidae,Mymaridae,Sphecidae,Scelionidae,Tetracampidae
pitfall;2015;vii;20;3;A;4;Lepidoptera;0.113;1;Noctuidae
pitfall;2015;vii;20;3;A;4;Mantodea;0.0;0;NA
pitfall;2015;vii;20;3;A;4;Neuroptera;0.0087;1;Myrmeliontidae
pitfall;2015;vii;20;3;A;4;Orthoptera;0.1728;2;Gryllidae,Rhaphidophoridae
pitfall;2015;vii;20;3;A;4;Phasmatodea;0.0;0;NA
pitfall;2015;vii;20;3;A;4;Thysanoptera;0.0006;1;Thripidae
pitfall;2015;vii;20;3;A;4;Trichoptera;0;0;NA
pitfall;2015;vii;20;3;B;4;Coleoptera;0.0001;7;Carabidae,Cerambycidae,Chrysomelidae,Endomychidae,Scarabaeidae,Staphylinidae,Tenebrionidae
pitfall;2015;vii;20;3;B;4;Collembola;0.0001;1;Entomobryidae
pitfall;2015;vii;20;3;B;4;Diptera;0.1412;9;Anthomyiidae,Chloropidae,Dolichopodidae,Heleomyzidae,Phoridae,Sarcophagidae,Scatopsidae,Sciaridae,Tachinidae
pitfall;2015;vii;20;3;B;4;Hemiptera;0.0363;3;Cicadellidae,Lygaeidae,Miridae
pitfall;2015;vii;20;3;B;4;Hymenoptera;0.0495;5;Diapriidae,Formicidae,Halictidae,Mutillidae,Pompilidae
pitfall;2015;vii;20;3;B;4;Lepidoptera;0.0;0;NA
pitfall;2015;vii;20;3;B;4;Mantodea;0.0;0;NA
pitfall;2015;vii;20;3;B;4;Neuroptera;0.0;1;Chrysopidae
pitfall;2015;vii;20;3;B;4;Orthoptera;0.3623;1;Acrididae
pitfall;2015;vii;20;3;B;4;Phasmatodea;0.0;0;NA
pitfall;2015;vii;20;3;B;4;Thysanoptera;0.0001;1;Thripidae
pitfall;2015;vii;20;3;B;4;Trichoptera;0;0;NA
pitfall;2015;vii;20;3;C;4;Coleoptera;5.8783;7;Carabidae,Chrysomelidae,Cleridae,Elateridae,Nitidulidae,Staphylinidae,Tenebrionidae
pitfall;2015;vii;20;3;C;4;Collembola;0.0023;1;Entomobryidae
pitfall;2015;vii;20;3;C;4;Diptera;0.1241;9;Anthomyiidae,Calliphoridae,Chloropidae,Ephydridae,Muscidae,Phoridae,Sarcophagidae,Scatopsidae,Sciaridae
pitfall;2015;vii;20;3;C;4;Hemiptera;0.0262;2;Cicadellidae,Lygaeidae
pitfall;2015;vii;20;3;C;4;Hymenoptera;0.0558;4;Formicidae,Mutillidae,Scelionidae,Tiphiidae
pitfall;2015;vii;20;3;C;4;Lepidoptera;0.0195;1;Noctuidae
pitfall;2015;vii;20;3;C;4;Mantodea;0.0;0;NA
pitfall;2015;vii;20;3;C;4;Neuroptera;0.0;0;NA
pitfall;2015;vii;20;3;C;4;Orthoptera;0.0642;3;Acrididae,Mogoplistidae,Tettigoniidae
pitfall;2015;vii;20;3;C;4;Phasmatodea;0.0;0;NA
pitfall;2015;vii;20;3;C;4;Thysanoptera;0.0;0;NA
pitfall;2015;vii;20;3;C;4;Trichoptera;0;0;NA
pitfall;2015;vii;22;1;A;5;Coleoptera;1.0068;12;Carabidae,Chrysomelidae,Cleridae,Curculionidae,Histeridae,Meloidae,Melyridae,Scarabaeidae,Staphylinidae,Tenebrionidae,Trogidae,Endomychidae
pitfall;2015;vii;22;1;A;5;Collembola;0.0;0;NA
pitfall;2015;vii;22;1;A;5;Diptera;0.1489;6;Anthomyiidae,Asilidae,Calliphoridae,Chloropidae,Muscidae,Sarcophagidae
pitfall;2015;vii;22;1;A;5;Hemiptera;0.035;3;Cicadellidae,Lygaeidae,Psyllidae
pitfall;2015;vii;22;1;A;5;Hymenoptera;0.0037;2;Formicidae,Sphecidae
pitfall;2015;vii;22;1;A;5;Lepidoptera;0.0;0;NA
pitfall;2015;vii;22;1;A;5;Mantodea;0.0;0;NA
pitfall;2015;vii;22;1;A;5;Neuroptera;0.0;0;NA
pitfall;2015;vii;22;1;A;5;Orthoptera;0.2661;1;Acrididae
pitfall;2015;vii;22;1;A;5;Phasmatodea;0.0694;1;Heteronemiidae
pitfall;2015;vii;22;1;A;5;Thysanoptera;0.0;0;NA
pitfall;2015;vii;22;1;A;5;Trichoptera;0;0;NA
pitfall;2015;vii;22;1;B;5;Coleoptera;3.1287;9;Carabidae,Chrysomelidae,Endomychidae,Histeridae,Nitidulidae,Scarabaeidae,Staphylinidae,Tenebrionidae,Trogidae
pitfall;2015;vii;22;1;B;5;Collembola;0.0;0;NA
pitfall;2015;vii;22;1;B;5;Diptera;0.1324;9;Anthomyiidae,Asilidae,Calliphoridae,Cecidomyiidae,Chloropidae,Ephydridae,Muscidae,Sarcophagidae,Sciaridae
pitfall;2015;vii;22;1;B;5;Hemiptera;0.0069;2;Cicadellidae,Lygaeidae
pitfall;2015;vii;22;1;B;5;Hymenoptera;0.0021;2;Formicidae,Scelionidae
pitfall;2015;vii;22;1;B;5;Lepidoptera;0.0623;1;Noctuidae
pitfall;2015;vii;22;1;B;5;Mantodea;0.0079;1;Mantidae
pitfall;2015;vii;22;1;B;5;Neuroptera;0.0;0;NA
pitfall;2015;vii;22;1;B;5;Orthoptera;0.6547;2;Acrididae,Gryllidae
pitfall;2015;vii;22;1;B;5;Phasmatodea;0.0;0;NA
pitfall;2015;vii;22;1;B;5;Thysanoptera;0.0;0;NA
pitfall;2015;vii;22;1;B;5;Trichoptera;0;0;NA
pitfall;2015;vii;22;1;C;5;Coleoptera;3.2023;6;Carabidae,Curculionidae,Melyridae,Nitidulidae,Staphylinidae,Tenebrionidae
pitfall;2015;vii;22;1;C;5;Collembola;0.0;0;NA
pitfall;2015;vii;22;1;C;5;Diptera;0.102;5;Anthomyiidae,Chloropidae,Muscidae,Sarcophagidae,Sciaridae
pitfall;2015;vii;22;1;C;5;Hemiptera;0.0257;3;Cicadellidae,Lygaeidae,Pentatomidae
pitfall;2015;vii;22;1;C;5;Hymenoptera;0.0255;3;Formicidae,Pompilidae,Scelionidae
pitfall;2015;vii;22;1;C;5;Lepidoptera;0.0311;2;Noctuidae,Pyralidae
pitfall;2015;vii;22;1;C;5;Mantodea;0.0;0;NA
pitfall;2015;vii;22;1;C;5;Neuroptera;0.0;0;NA
pitfall;2015;vii;22;1;C;5;Orthoptera;1.421;3;Acrididae,Gryllidae,Rhaphidophoridae
pitfall;2015;vii;22;1;C;5;Phasmatodea;0.0;0;NA
pitfall;2015;vii;22;1;C;5;Thysanoptera;0.0004;1;Thripidae
pitfall;2015;vii;22;1;C;5;Trichoptera;0;0;NA
pitfall;2015;vii;24;2;A;5;Coleoptera;3.0764;3;Carabidae,Silphidae,Tenebrionidae
pitfall;2015;vii;24;2;A;5;Collembola;0.0026;1;Entomobryidae
pitfall;2015;vii;24;2;A;5;Diptera;0.0814;5;Anthomyiidae,Calliphoridae,Chloropidae,Sarcophagidae,Sepsidae
pitfall;2015;vii;24;2;A;5;Hemiptera;0.0067;2;Cicadellidae,Lygaeidae
pitfall;2015;vii;24;2;A;5;Hymenoptera;0.0146;2;Formicidae,Pompilidae
pitfall;2015;vii;24;2;A;5;Lepidoptera;0.0033;1;Pyralidae
pitfall;2015;vii;24;2;A;5;Mantodea;0.0;0;NA
pitfall;2015;vii;24;2;A;5;Neuroptera;0.0;0;NA
pitfall;2015;vii;24;2;A;5;Orthoptera;0.2413;1;Gryllidae
pitfall;2015;vii;24;2;A;5;Phasmatodea;0.0;0;NA
pitfall;2015;vii;24;2;A;5;Thysanoptera;0.0;0;NA
pitfall;2015;vii;24;2;A;5;Trichoptera;0;0;NA
pitfall;2015;vii;24;2;B;5;Coleoptera;3.6583;6;Anthicidae,Carabidae,Chrysomelidae,Cleridae,Silphidae,Tenebrionidae
pitfall;2015;vii;24;2;B;5;Collembola;0.0063;1;Entomobryidae
pitfall;2015;vii;24;2;B;5;Diptera;0.1433;6;Anthomyiidae,Calliphoridae,Phoridae,Sarcophagidae,Sciaridae,Tachinidae
pitfall;2015;vii;24;2;B;5;Hemiptera;0.0153;1;Cicadellidae
pitfall;2015;vii;24;2;B;5;Hymenoptera;0.0343;1;Formicidae
pitfall;2015;vii;24;2;B;5;Lepidoptera;0.0011;1;Gelechiidae
pitfall;2015;vii;24;2;B;5;Mantodea;0.0;0;NA
pitfall;2015;vii;24;2;B;5;Neuroptera;0.0016;1;Chrysopidae
pitfall;2015;vii;24;2;B;5;Orthoptera;0.1295;1;Acrididae
pitfall;2015;vii;24;2;B;5;Phasmatodea;0.0;0;NA
pitfall;2015;vii;24;2;B;5;Thysanoptera;0.0;0;NA
pitfall;2015;vii;24;2;B;5;Trichoptera;0;0;NA
pitfall;2015;vii;24;2;C;5;Coleoptera;0.9112;9;Carabidae,Chrysomelidae,Cleridae,Elateridae,Meloidae,Nitidulidae,Silphidae,Staphylinidae,Tenebrionidae
pitfall;2015;vii;24;2;C;5;Collembola;0.0;0;NA
pitfall;2015;vii;24;2;C;5;Diptera;0.4455;7;Anthomyiidae,Asilidae,Calliphoridae,Chloropidae,Phoridae,Sarcophagidae,Sciaridae
pitfall;2015;vii;24;2;C;5;Hemiptera;0.0258;2;Cicadellidae,Lygaeidae
pitfall;2015;vii;24;2;C;5;Hymenoptera;0.0205;4;Formicidae,Mymaridae,Pompilidae,Scelionidae
pitfall;2015;vii;24;2;C;5;Lepidoptera;0.0245;1;Noctuidae
pitfall;2015;vii;24;2;C;5;Mantodea;0.0;0;NA
pitfall;2015;vii;24;2;C;5;Neuroptera;0.0;0;NA
pitfall;2015;vii;24;2;C;5;Orthoptera;0.2792;3;Acrididae,Gryllidae,Rhaphidophoridae
pitfall;2015;vii;24;2;C;5;Phasmatodea;0.0;0;NA
pitfall;2015;vii;24;2;C;5;Thysanoptera;0.0;0;NA
pitfall;2015;vii;24;2;C;5;Trichoptera;0;0;NA
pitfall;2015;vii;25;UTC;1;5;Coleoptera;3.3271;8;Carabidae,Cerambycidae,Chrysomelidae,Cleridae,Nitidulidae,Silphidae,Tenebrionidae,Trogidae
pitfall;2015;vii;25;UTC;1;5;Collembola;0.0;0;NA
pitfall;2015;vii;25;UTC;1;5;Diptera;0.1974;6;Anthomyiidae,Chloropidae,Dolichopodidae,Ephydridae,Phoridae,Sarcophagidae
pitfall;2015;vii;25;UTC;1;5;Hemiptera;0.0288;3;Alydidae,Cicadellidae,Lygaeidae
pitfall;2015;vii;25;UTC;1;5;Hymenoptera;0.06;2;Formicidae,Pompilidae
pitfall;2015;vii;25;UTC;1;5;Lepidoptera;0.0;0;NA
pitfall;2015;vii;25;UTC;1;5;Mantodea;0.0;0;NA
pitfall;2015;vii;25;UTC;1;5;Neuroptera;0.0;0;NA
pitfall;2015;vii;25;UTC;1;5;Orthoptera;3.4257;2;Acrididae,Gryllidae
pitfall;2015;vii;25;UTC;1;5;Phasmatodea;0;0;NA
pitfall;2015;vii;25;UTC;1;5;Thysanoptera;0.0;0;NA
pitfall;2015;vii;25;UTC;1;5;Trichoptera;0;0;NA
pitfall;2015;vii;25;UTC;2;5;Coleoptera;0.6003;3;Carabidae,Tenebrionidae,Trogidae
pitfall;2015;vii;25;UTC;2;5;Collembola;0.0;0;NA
pitfall;2015;vii;25;UTC;2;5;Diptera;0.0486;2;Calliphoridae,Sarcophagidae
pitfall;2015;vii;25;UTC;2;5;Hemiptera;0.0003;1;Cicadellidae
pitfall;2015;vii;25;UTC;2;5;Hymenoptera;0.0;0;NA
pitfall;2015;vii;25;UTC;2;5;Lepidoptera;0.0;0;NA
pitfall;2015;vii;25;UTC;2;5;Mantodea;0.0;0;NA
pitfall;2015;vii;25;UTC;2;5;Neuroptera;0.0;0;NA
pitfall;2015;vii;25;UTC;2;5;Orthoptera;0.4511;2;Acrididae,Gryllidae
pitfall;2015;vii;25;UTC;2;5;Phasmatodea;0;0;NA
pitfall;2015;vii;25;UTC;2;5;Thysanoptera;0.0;0;NA
pitfall;2015;vii;25;UTC;2;5;Trichoptera;0;0;NA
pitfall;2015;vii;25;UTC;3;5;Coleoptera;1.6593;0;NA
pitfall;2015;vii;25;UTC;3;5;Collembola;0.0;0;NA
pitfall;2015;vii;25;UTC;3;5;Diptera;0.0313;0;NA
pitfall;2015;vii;25;UTC;3;5;Hemiptera;0.0163;0;NA
pitfall;2015;vii;25;UTC;3;5;Hymenoptera;0.0185;0;NA
pitfall;2015;vii;25;UTC;3;5;Lepidoptera;0.0113;0;NA
pitfall;2015;vii;25;UTC;3;5;Mantodea;0.0;0;NA
pitfall;2015;vii;25;UTC;3;5;Neuroptera;0.0;0;NA
pitfall;2015;vii;25;UTC;3;5;Orthoptera;0.2717;0;NA
pitfall;2015;vii;25;UTC;3;5;Phasmatodea;0;0;NA
pitfall;2015;vii;25;UTC;3;5;Thysanoptera;0.0001;0;NA
pitfall;2015;vii;25;UTC;3;5;Trichoptera;0;0;NA
pitfall;2015;vii;27;3;A;5;Coleoptera;7.5335;11;Carabidae,Chrysomelidae,Curculionidae,Elateridae,Meloidae,Melyridae,Scarabaeidae,Silphidae,Staphylinidae,Tenebrionidae,Trogidae
pitfall;2015;vii;27;3;A;5;Collembola;0.0;0;NA
pitfall;2015;vii;27;3;A;5;Diptera;0.5867;9;Anthomyiidae,Calliphoridae,Cecidomyiidae,Chloropidae,Dolichopodidae,Heleomyzidae,Muscidae,Sarcophagidae,Scatopsidae
pitfall;2015;vii;27;3;A;5;Hemiptera;0.0449;4;Cicadellidae,Coreidae,Lygaeidae,Nabidae
pitfall;2015;vii;27;3;A;5;Hymenoptera;0.0536;11;Bethylidae,Diapriidae,Encyrtidae,Eucoilidae,Formicidae,Halictidae,Mutillidae,Pompilidae,Scelionidae,Sphecidae,Tiphiidae
pitfall;2015;vii;27;3;A;5;Lepidoptera;0.008;2;Crambidae,Noctuidae
pitfall;2015;vii;27;3;A;5;Mantodea;0.0;0;NA
pitfall;2015;vii;27;3;A;5;Neuroptera;0.0;0;NA
pitfall;2015;vii;27;3;A;5;Orthoptera;0.689;2;Acrididae,Gryllidae
pitfall;2015;vii;27;3;A;5;Phasmatodea;0.0;0;NA
pitfall;2015;vii;27;3;A;5;Thysanoptera;0.0001;1;Thripidae
pitfall;2015;vii;27;3;A;5;Trichoptera;0;0;NA
pitfall;2015;vii;27;3;B;5;Coleoptera;1.402;6;Carabidae,Cerambycidae,Curculionidae,Nitidulidae,Ochodeidae,Tenebrionidae
pitfall;2015;vii;27;3;B;5;Collembola;0.001;0;NA
pitfall;2015;vii;27;3;B;5;Diptera;0.3614;5;Anthomyiidae,Asilidae,Calliphoridae,Chloropidae,Sarcophagidae
pitfall;2015;vii;27;3;B;5;Hemiptera;0.0603;3;Alydidae,Cicadellidae,Lygaeidae
pitfall;2015;vii;27;3;B;5;Hymenoptera;0.0243;1;Formicidae
pitfall;2015;vii;27;3;B;5;Lepidoptera;0.0;0;NA
pitfall;2015;vii;27;3;B;5;Mantodea;0.0196;1;Mantidae
pitfall;2015;vii;27;3;B;5;Neuroptera;0.0;0;NA
pitfall;2015;vii;27;3;B;5;Orthoptera;0.0355;1;Acrididae
pitfall;2015;vii;27;3;B;5;Phasmatodea;0.0;0;NA
pitfall;2015;vii;27;3;B;5;Thysanoptera;0.0;1;Thripidae
pitfall;2015;vii;27;3;B;5;Trichoptera;0;0;NA
pitfall;2015;vii;27;3;C;5;Coleoptera;4.7066;5;Carabidae,Chrysomelidae,Cleridae,Elateridae,Tenebrionidae
pitfall;2015;vii;27;3;C;5;Collembola;0.0;0;NA
pitfall;2015;vii;27;3;C;5;Diptera;0.1785;11;Anthomyiidae,Calliphoridae,Chloropidae,Dolichopodidae,Muscidae,Phoridae,Sarcophagidae,Scathophagidae,Scatopsidae,Sciaridae,Syrphidae
pitfall;2015;vii;27;3;C;5;Hemiptera;0.0223;2;Cicadellidae,Lygaeidae
pitfall;2015;vii;27;3;C;5;Hymenoptera;0.0229;1;Formicidae
pitfall;2015;vii;27;3;C;5;Lepidoptera;0.0039;1;Pyralidae
pitfall;2015;vii;27;3;C;5;Mantodea;0.0;0;NA
pitfall;2015;vii;27;3;C;5;Neuroptera;0.0;0;NA
pitfall;2015;vii;27;3;C;5;Orthoptera;0.2627;2;Acrididae,Gryllidae
pitfall;2015;vii;27;3;C;5;Phasmatodea;0.0;0;NA
pitfall;2015;vii;27;3;C;5;Thysanoptera;0.0;0;NA
pitfall;2015;vii;27;3;C;5;Trichoptera;0;0;NA
pitfall;2016;vi;22;1;A;1;Blattodea;0;0;NA
pitfall;2016;vi;22;1;A;1;Coleoptera;0.3014;0;NA
pitfall;2016;vi;22;1;A;1;Collembola;0.0;0;NA
pitfall;2016;vi;22;1;A;1;Diptera;0.3548;0;NA
pitfall;2016;vi;22;1;A;1;Hemiptera;0.0614;0;NA
pitfall;2016;vi;22;1;A;1;Hymenoptera;0.0598;0;NA
pitfall;2016;vi;22;1;A;1;Lepidoptera;0.0018;0;NA
pitfall;2016;vi;22;1;A;1;Mantodea;0.0021;0;NA
pitfall;2016;vi;22;1;A;1;Neuroptera;0.0023;0;NA
pitfall;2016;vi;22;1;A;1;Orthoptera;0.1716;0;NA
pitfall;2016;vi;22;1;A;1;Psocoptera;0.0;0;NA
pitfall;2016;vi;22;1;A;1;Thysanoptera;0.0;0;NA
pitfall;2016;vi;22;1;B;1;Blattodea;0;0;NA
pitfall;2016;vi;22;1;B;1;Coleoptera;1.7292;0;NA
pitfall;2016;vi;22;1;B;1;Collembola;0.0;0;NA
pitfall;2016;vi;22;1;B;1;Diptera;0.0747;0;NA
pitfall;2016;vi;22;1;B;1;Hemiptera;0.0907;0;NA
pitfall;2016;vi;22;1;B;1;Hymenoptera;0.0151;0;NA
pitfall;2016;vi;22;1;B;1;Lepidoptera;0.0161;0;NA
pitfall;2016;vi;22;1;B;1;Mantodea;0.0;0;NA
pitfall;2016;vi;22;1;B;1;Neuroptera;0.0;0;NA
pitfall;2016;vi;22;1;B;1;Orthoptera;1.1607;0;NA
pitfall;2016;vi;22;1;B;1;Psocoptera;0.0;0;NA
pitfall;2016;vi;22;1;B;1;Thysanoptera;0.0;0;NA
pitfall;2016;vi;22;1;C;1;Blattodea;0;0;NA
pitfall;2016;vi;22;1;C;1;Coleoptera;0.9338;0;NA
pitfall;2016;vi;22;1;C;1;Collembola;0.0;0;NA
pitfall;2016;vi;22;1;C;1;Diptera;0.0172;0;NA
pitfall;2016;vi;22;1;C;1;Hemiptera;0.0482;0;NA
pitfall;2016;vi;22;1;C;1;Hymenoptera;0.0053;0;NA
pitfall;2016;vi;22;1;C;1;Lepidoptera;0.0032;0;NA
pitfall;2016;vi;22;1;C;1;Mantodea;0.0;0;NA
pitfall;2016;vi;22;1;C;1;Neuroptera;0.0;0;NA
pitfall;2016;vi;22;1;C;1;Orthoptera;0.7332;0;NA
pitfall;2016;vi;22;1;C;1;Psocoptera;0.0;0;NA
pitfall;2016;vi;22;1;C;1;Thysanoptera;0.0001;0;NA
pitfall;2016;vi;23;2;A;1;Blattodea;0;0;NA
pitfall;2016;vi;23;2;A;1;Coleoptera;1.6965;0;NA
pitfall;2016;vi;23;2;A;1;Collembola;0.0;0;NA
pitfall;2016;vi;23;2;A;1;Diptera;0.0298;0;NA
pitfall;2016;vi;23;2;A;1;Hemiptera;0.0163;0;NA
pitfall;2016;vi;23;2;A;1;Hymenoptera;0.0157;0;NA
pitfall;2016;vi;23;2;A;1;Lepidoptera;0.0;0;NA
pitfall;2016;vi;23;2;A;1;Mantodea;0.0;0;NA
pitfall;2016;vi;23;2;A;1;Neuroptera;0.0;0;NA
pitfall;2016;vi;23;2;A;1;Orthoptera;0.4047;0;NA
pitfall;2016;vi;23;2;A;1;Psocoptera;0.0;0;NA
pitfall;2016;vi;23;2;A;1;Thysanoptera;0.0001;0;NA
pitfall;2016;vi;23;2;B;1;Blattodea;0;0;NA
pitfall;2016;vi;23;2;B;1;Coleoptera;0.1986;0;NA
pitfall;2016;vi;23;2;B;1;Collembola;0.0;0;NA
pitfall;2016;vi;23;2;B;1;Diptera;0.0607;0;NA
pitfall;2016;vi;23;2;B;1;Hemiptera;0.0272;0;NA
pitfall;2016;vi;23;2;B;1;Hymenoptera;0.0154;0;NA
pitfall;2016;vi;23;2;B;1;Lepidoptera;0.0;0;NA
pitfall;2016;vi;23;2;B;1;Mantodea;0.0;0;NA
pitfall;2016;vi;23;2;B;1;Neuroptera;0.0;0;NA
pitfall;2016;vi;23;2;B;1;Orthoptera;0.6994;0;NA
pitfall;2016;vi;23;2;B;1;Psocoptera;0.0;0;NA
pitfall;2016;vi;23;2;B;1;Thysanoptera;0.0004;0;NA
pitfall;2016;vi;23;2;C;1;Blattodea;0;0;NA
pitfall;2016;vi;23;2;C;1;Coleoptera;1.383;0;NA
pitfall;2016;vi;23;2;C;1;Collembola;0.0;0;NA
pitfall;2016;vi;23;2;C;1;Diptera;0.1599;0;NA
pitfall;2016;vi;23;2;C;1;Hemiptera;0.0644;0;NA
pitfall;2016;vi;23;2;C;1;Hymenoptera;0.0128;0;NA
pitfall;2016;vi;23;2;C;1;Lepidoptera;0.0;0;NA
pitfall;2016;vi;23;2;C;1;Mantodea;0.0;0;NA
pitfall;2016;vi;23;2;C;1;Neuroptera;0.0;0;NA
pitfall;2016;vi;23;2;C;1;Orthoptera;0.0041;0;NA
pitfall;2016;vi;23;2;C;1;Psocoptera;0.0;0;NA
pitfall;2016;vi;23;2;C;1;Thysanoptera;0.0;0;NA
pitfall;2016;vi;24;3;A;1;Blattodea;0;0;NA
pitfall;2016;vi;24;3;A;1;Coleoptera;2.5904;0;NA
pitfall;2016;vi;24;3;A;1;Collembola;0.0;0;NA
pitfall;2016;vi;24;3;A;1;Diptera;0.0792;0;NA
pitfall;2016;vi;24;3;A;1;Hemiptera;0.1125;0;NA
pitfall;2016;vi;24;3;A;1;Hymenoptera;0.0183;0;NA
pitfall;2016;vi;24;3;A;1;Lepidoptera;0.0;0;NA
pitfall;2016;vi;24;3;A;1;Mantodea;0.0006;0;NA
pitfall;2016;vi;24;3;A;1;Neuroptera;0.0;0;NA
pitfall;2016;vi;24;3;A;1;Orthoptera;1.9751;0;NA
pitfall;2016;vi;24;3;A;1;Psocoptera;0.0003;0;NA
pitfall;2016;vi;24;3;A;1;Thysanoptera;0.0;0;NA
pitfall;2016;vi;24;3;B;1;Blattodea;0;0;NA
pitfall;2016;vi;24;3;B;1;Coleoptera;0.8915;0;NA
pitfall;2016;vi;24;3;B;1;Collembola;0.0;0;NA
pitfall;2016;vi;24;3;B;1;Diptera;0.0182;0;NA
pitfall;2016;vi;24;3;B;1;Hemiptera;0.0145;0;NA
pitfall;2016;vi;24;3;B;1;Hymenoptera;0.0232;0;NA
pitfall;2016;vi;24;3;B;1;Lepidoptera;0.0069;0;NA
pitfall;2016;vi;24;3;B;1;Mantodea;0.0011;0;NA
pitfall;2016;vi;24;3;B;1;Neuroptera;0.0;0;NA
pitfall;2016;vi;24;3;B;1;Orthoptera;1.0273;0;NA
pitfall;2016;vi;24;3;B;1;Psocoptera;0.0;0;NA
pitfall;2016;vi;24;3;B;1;Thysanoptera;0.0;0;NA
pitfall;2016;vi;24;3;C;1;Blattodea;0;0;NA
pitfall;2016;vi;24;3;C;1;Coleoptera;2.9011;0;NA
pitfall;2016;vi;24;3;C;1;Collembola;0.0;0;NA
pitfall;2016;vi;24;3;C;1;Diptera;0.0053;0;NA
